Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date,Total Equity Funding Amount,Valuation at IPO
Noah Holdings,https://www.crunchbase.com/organization/noah-holdings,"Professional Services, Financial Services","Yangpu, Hainan, China",Noah Is the leading wealth management service provider focusing on distributing wealth management products to the China.,35583,http://www.noahwm.com/index_en.shtml,Private Equity,"$5,000,000","$5,000,000",-0.2,1001-5000,"Finance, Wealth Management, Career Planning",01/01/2005,IPO,10/23/2007,"$5,000,000","$328,200,000"
Lumenz,https://www.crunchbase.com/organization/lumenz,Hardware,"Boston, Massachusetts, United States",LumenZ is a Boston-based opto-electronic and efficient LED company.,35636,,Series Unknown,"$5,000,000","$8,000,000",0.7,,Lighting,01/01/2008,Operating,09/01/2009,"$8,000,000",
Invoice2go,https://www.crunchbase.com/organization/invoice2go,"Apps, Software, Payments, Financial Services, Mobile","North Sydney, New South Wales, Australia",Mobile app that makes it effortless for small business owners to track work and get paid.,35833,http://www.invoice.2go.com,Series C,"$15,000,000","$50,000,000",-1.7,101-250,"Mobile Payments, Mobile, Small and Medium Businesses, FinTech, Software, Apps",04/29/2002,Operating,11/03/2015,"$50,000,000",
Wukong.com,https://www.crunchbase.com/organization/wukong-com,Internet Services,"Beijing, Beijing, China",Wukong.com is a domestic wireless search platform and website in China.,35927,http://www.wukong.com/,Series A,"$3,500,000","$3,500,000",0.4,11-50,Search Engine,01/01/2009,Operating,04/01/2011,"$3,500,000",
VeriSign,https://www.crunchbase.com/organization/verisign-2,"Information Technology, Internet Services","Bluemont, Virginia, United States","Verisign operates the infrastructure for the .com, .net, .tv, .cc, .name, .jobs, .edu and .gov top-level domains.",36232,http://www.verisigninc.com/,Series C,"$29,000,000","$39,311,110",-0.7,1001-5000,"Infrastructure, Information Technology, Web Hosting",01/01/1995,IPO,11/01/1996,"$39,311,110","$282,117,416"
Tianjin GreenBio Materials,https://www.crunchbase.com/organization/tianjin-greenbio-materials,"Biotechnology, Science and Engineering, Energy, Sustainability","Tianjin, Guangdong, China",Tianjin GreenBio Materials offers fully-degradable bio-based polymer materials PHA and its application products.,36234,http://www.tjgreenbio.com/en,Series Unknown,"$3,450,000","$23,450,000",0.1,,"Biotechnology, CleanTech, Clean Energy",01/01/2003,Operating,12/01/2010,"$23,450,000",
Xianguo,https://www.crunchbase.com/organization/xianguo,Mobile,"Beijing, Beijing, China","Xianguo.com is an online RSS reader developed to cater newspaper, magazine, and press-related industries.",36263,http://xianguo.com,Series B,"$8,000,000","$10,000,000",1.1,11-50,Mobile,01/01/2006,Operating,09/01/2011,"$10,000,000",
Vivace Therapeutics,https://www.crunchbase.com/organization/vivace-therapeutics,,"San Mateo, California, United States",A venture-backed start-up dedicated to discovering and developing cancer therapeutics by targeting a novel pathway.,36537,http://vivacetherapeutics.com,Series B,"$25,000,000","$40,000,000",,11-50,,01/01/2014,Operating,06/28/2017,"$40,000,000",
Deposit Solutions,https://www.crunchbase.com/organization/deposit-solutions,Financial Services,"Hamburg, Hamburg, Germany",Deposit Solutions is the provider of the leading Open Banking platform for deposits connecting banks and depositors across Europe.,36584,http://www.deposit-solutions.com/,Series B,,"$23,560,395",-1,101-250,FinTech,01/01/2011,Operating,01/04/2017,"$23,560,395",
Nanostellar,https://www.crunchbase.com/organization/nanostellar,"Science and Engineering, Energy, Sustainability","Redwood City, California, United States","Nanostellar delivers nano-material catalysts that improve emissions control, energy efficiency, and synthesis of chemicals and fuels.",36874,http://www.nanostellar.com,Series E,"$7,050,000","$13,050,000",-0.3,1-10,"Nanotechnology, Energy Efficiency, Chemical",01/01/2004,Operating,02/27/2008,"$13,050,000",
Kotak Urja,https://www.crunchbase.com/organization/kotak-urja,"Agriculture and Farming, Energy, Sustainability","Bangalore, Karnataka, India","Kotak Urja, a cleantech company based in India, promotes environmentally safe renewable energy propagation and implementation solutions.",36900,http://www.kotakurja.com,Series Unknown,"$8,000,000","$8,000,000",-0.1,51-100,"Renewable Energy, Agriculture, CleanTech",01/01/1997,Operating,11/10/2008,"$8,000,000",
Clarity Money,https://www.crunchbase.com/organization/clarity-money,"Data and Analytics, Financial Services","New York, New York, United States","Clarity Money empowers and saves you money with transformative financial organization, transparency and advocacy.",37009,http://www.claritymoney.com,Series B,"$11,000,000","$14,500,000",-2,11-50,"Finance, Wealth Management, Big Data, Financial Services",04/15/2016,Operating,03/23/2017,"$14,500,000",
Gladly Software,https://www.crunchbase.com/organization/gladly-software,"Hardware, Information Technology, Consumer Electronics, Software","San Francisco, California, United States","Gladly develops a communication interface that allows agents and customers to converse across voice, email, SMS, and social media.",37062,https://www.gladly.com/,Series C,"$36,000,000","$63,000,000",-1.3,11-50,"Information Technology, Customer Service, Software, Computer, Technical Support",01/01/2014,Operating,04/20/2017,"$63,000,000",
Spring Inc,https://www.crunchbase.com/organization/spring-inc,"Apps, Commerce and Shopping, Software, Internet Services","New York, New York, United States",Spring is a retail company that sells a wide range of items from apparel to home and garden items.,37439,http://shopspring.com,Series C,"$65,000,000","$97,500,000",-2.9,11-50,"E-Commerce, Shopping, Retail, Internet, Apps",01/01/2013,Operating,05/11/2017,"$97,500,000",
Great Technology,https://www.crunchbase.com/organization/great-technology,"Information Technology, Data and Analytics, Software","Shenzhen, Guangdong, China","Great Technology is an IT enterprise concentrating on system integration, software development, consulting, and related services.",37545,http://www.szgreat.cn,Funding Round,"¥100,000,000","$15,881,418",1.1,,"Software, Data Integration, Web Development",03/01/2001,Operating,03/01/2012,"$15,881,418",
maniaTV,https://www.crunchbase.com/organization/maniatv,"Media and Entertainment, Video, Content and Publishing","West Hollywood, California, United States",maniaTV is a network of pop culture-related TV shows.,37567,http://www.maniatv.com,Debt Financing,"$2,000,000","$24,100,000",-0.3,11-50,"TV, Video, Video Streaming",01/01/2004,Operating,03/05/2008,"$22,100,000",
Cabin,https://www.crunchbase.com/organization/cabin-2,"Travel and Tourism, Community and Lifestyle, Transportation","San Francisco, California, United States",Cabin is the first hospitality transportation company on a mission to make the most of every waking and sleeping moment.,37660,https://www.ridecabin.com/,Seed,"$3,300,000","$3,300,000",,11-50,"Lifestyle, Travel Accommodations, Travel, Transportation, Hospitality",01/01/2016,Operating,06/28/2017,"$3,300,000",
Aobi Island,https://www.crunchbase.com/organization/aobi-island,"Education, Internet Services","Guangzhou, Guangdong, China",Aobi Island is an educational platform focused on providing web services for children aged 6 to 14.,37677,http://www.aobi.com,Angel,"¥30,000,000","$4,392,386",0.4,,"Service Industry, Education, Online Portals",01/01/2001,Operating,12/01/2009,"$4,392,386",
Kenandy,https://www.crunchbase.com/organization/kenandy,"Hardware, Consumer Electronics, Software","Redwood City, California, United States","Revolutionizing ERP for business innovation. Built on Salesforce, Kenandy empowers customers to map their ERP to their business processes.",37941,http://www.kenandy.com,Series B,"$11,500,000","$55,000,000",-1,101-250,"SaaS, Computer, Software, ERP",01/01/2010,Operating,03/17/2016,"$55,000,000",
Firefly Energy,https://www.crunchbase.com/organization/firefly-energy,"Energy, Sustainability","Peoria Heights, Illinois, United States",Firefly Energy is a developer of lead-acid battery technologies.,37946,http://www.fireflyenergy.com,Debt Financing,"$2,000,000","$31,000,000",-0.1,11-50,"CleanTech, Energy, Battery",05/01/2003,Operating,10/15/2008,"$29,000,000",
Atrium LTS,https://www.crunchbase.com/organization/atrium-lts,"Software, Professional Services","San Francisco, California, United States",Atrium is building legal tools,37975,https://www.atriumlts.com,Series A,"$10,500,000","$10,500,000",,11-50,"Consulting, Legal, Software",,Operating,06/15/2017,"$10,500,000",
Infinera Corporation,https://www.crunchbase.com/organization/infinera,Hardware,"Sunnyvale, California, United States",Infinera Corporation provides optical networking systems based on photonic integration technology in the United States.,38400,http://www.infinera.com,Series G,"$37,000,000","$249,300,000",-1.2,1001-5000,"Optical Communication, Service Industry, Telecommunications",01/01/2000,IPO,02/24/2006,"$249,300,000","$1,080,776,294"
Sinbad's supply chain,https://www.crunchbase.com/organization/sinbads-supply-chain,Transportation,"Oman, Asia",Sinbad's supply chain provides supply chain management services for small and medium-sized businesses.,38674,,Series Unknown,"$1,000,000","$5,934,146",0.6,,Transportation,,Operating,03/01/2014,"$5,934,146",
iMeigu,https://www.crunchbase.com/organization/imeigu,Financial Services,"George Town, Midland, Cayman Islands","iMeigu is a finance website that provide equity market information, news, financial data, and other services for investors.",38698,http://www.imeigu.com/,Series Unknown,"¥20,000,000","$3,084,832",0.8,,Finance,05/25/2010,Operating,06/01/2011,"$3,084,832",
Maxscend Technologies,https://www.crunchbase.com/organization/maxscend-technologies,"Manufacturing, Media and Entertainment, Video, Mobile","Shanghai, Shanghai, China",Maxscend Technologies is a Chinese company engaged in the R&D and sales of digital television and receiver chips for mobile digital TV.,38721,http://www.maxscend.com,Series B,"$8,000,000","$11,000,000",0,11-50,"TV, Manufacturing, Mobile",04/01/2006,Operating,06/01/2008,"$11,000,000",
Podium,https://www.crunchbase.com/organization/podium-2,"Commerce and Shopping, Information Technology, Software","Salt Lake City, Utah, United States",Podium makes each interaction between businesses and consumers simple and convenient.,38961,https://www.podium.com,Series A,"$32,000,000","$32,620,000",-2.3,101-250,"Consumer Reviews, SaaS, Reputation, Software",01/01/2014,Operating,05/09/2017,"$32,620,000",
MoneyTap,https://www.crunchbase.com/organization/moneytap-2,"Apps, Software","Bangalore, Karnataka, India","Get to know the team behind MoneyTap, India’s first app to offer instant online credit.",39147,https://www.moneytap.com/,Series A,"$12,300,000","$12,300,000",,11-50,Apps,01/01/2015,Operating,06/14/2017,"$12,300,000",
Oorja Fuel Cells,https://www.crunchbase.com/organization/oorja-protonics,"Manufacturing, Energy","Fremont, California, United States",Oorja Fuel Cells is a leading global energy company designing manufacturing and commercializing Direct Methanol Fuel Cells (DMFC),39213,http://oorjafuelcells.com,Series E,,"$21,470,000",-0.2,51-100,"Energy, Manufacturing, Fuel",01/01/2004,Operating,02/12/2014,"$20,520,000",
Octmami,https://www.crunchbase.com/organization/octmami,Commerce and Shopping,"Shanghai, Shanghai, China","Octmami is a Chinese brand focused on the design, development, and selling of maternity dresses.",39225,http://www.octmami.com,Series A,"¥40,000,000","$6,169,665",1.2,,E-Commerce,01/01/1990,Operating,06/01/2011,"$6,169,665",
Guangzhou CK1,https://www.crunchbase.com/organization/guangzhou-ck1,Commerce and Shopping,"Tianhe, Hubei, China",Guangzhou CK1 provides M2C supply and marketing platform and logistics solutions for transnational business.,39401,http://www.chukou1.com/,Series A,"$4,000,000","$4,100,000",0.1,,E-Commerce,01/01/2003,Operating,02/01/2011,"$4,100,000",
Taomee,https://www.crunchbase.com/organization/taomee,"Media and Entertainment, Software, Internet Services","Shanghai, Shanghai, China",Taomee is a children's entertainment and media company in China.,39697,http://www.61.com,Series Unknown,,"$8,000,000",-0.1,501-1000,"Developer Tools, Social Media, Media and Entertainment",10/01/2007,IPO,06/01/2011,"$8,000,000",
EAT Club,https://www.crunchbase.com/organization/eat-club,"Travel and Tourism, Commerce and Shopping, Food and Beverage","Redwood City, California, United States",EAT Club is a food technology company allowing offices to order and get food delivered from local restaurants via the web or mobile devices.,39886,http://www.eatclub.com,Series C,"$30,000,000","$46,500,000",-2.6,501-1000,"Hospitality, E-Commerce, Restaurants",01/01/2010,Operating,05/19/2017,"$46,500,000",
