Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date
Exo Protein Bars,https://www.crunchbase.com/organization/exo-protein-bars,"Commerce and Shopping, Food and Beverage, Sports","Brooklyn, New York, United States",Protein Bars Made from Cricket Flour,7534,http://exoprotein.com,Series Unknown,,"$5,200,000",-0.1,1-10,"Fitness, E-Commerce, Food and Beverage",01/01/2014,Operating,04/29/2016
Zinio LLC,https://www.crunchbase.com/organization/zinio,"Media and Entertainment, Content and Publishing","New York, New York, United States",Zinio is a multi-platform distribution service for digital magazines from a wide range of publishers.,7540,http://www.zinio.com,Series B,"$20,000,000","$37,400,000",3.5,,"Publishing, Digital Media, News",07/28/2001,Operating,11/23/2011
TESARO,https://www.crunchbase.com/organization/tesaro,"Biotechnology, Science and Engineering, Health Care","Waltham, Massachusetts, United States",TESARO is an oncology-focused biopharmaceutical company identifying better cancer therapies to improve the lives of patients with cancer.,7547,http://tesarobio.com,Post-IPO Equity,"$49,999,960","$456,999,875",-0.4,101-250,"Biopharma, Biotechnology, Health Care",03/01/2010,IPO,04/18/2016
Qubole,https://www.crunchbase.com/organization/qubole,"Data and Analytics, Software","Mountain View, California, United States","Qubole delivers a Self-Service Platform for Big Data Analytics built on Amazon, Microsoft and Google Clouds.",7553,http://www.qubole.com,Series C,"$30,000,000","$50,000,000",4.5,51-100,"Big Data, Analytics, Enterprise Software",01/01/2011,Operating,01/20/2016
Soraa,https://www.crunchbase.com/organization/soraa,"Manufacturing, Hardware, Consumer Electronics","Fremont, California, United States",Soraa is a cleantech startup developing LED and Laser technologies.,7557,http://soraa.com,Debt Financing,"$8,000,000","$101,600,000",-0.1,501-1000,"Lighting, Electronics, Manufacturing",01/01/2008,Operating,01/31/2013
Elo7,https://www.crunchbase.com/organization/elo7,"Commerce and Shopping, Internet Services","São Paulo, Sao Paulo, Brazil",Elo7 is a Brazilian online marketplace that allows its users to buy and sell handmade products.,7559,http://www.elo7.com.br,Series C,"$11,000,000","$18,000,000",2.6,101-250,"E-Commerce, Marketplace, Handmade, Made to Order, Internet",01/01/2008,Operating,10/06/2014
vip.com,https://www.crunchbase.com/organization/vip-com,"Commerce and Shopping, Design","Guangzhou, Guangdong, China","vip.com is a Chinese e-commerce site that lists special offers of various products such as clothing, cosmetics, accessories, and more.",7560,http://www.vip.com/,Series B,"$41,240,000","$70,430,000",0.9,51-100,"Fashion, Shopping, E-Commerce",01/01/2008,IPO,04/01/2011
Annexon Biosciences,https://www.crunchbase.com/organization/annexon-biosciences,"Biotechnology, Science and Engineering, Health Care","South San Francisco, California, United States","Annexon Biosciences a biotechnology company, discovers and developing novel therapeutics for neurodegenerative and autoimmune disorders.",7569,http://www.annexonbio.com/contact/,Series B,"$44,000,000","$112,999,999",-0.3,1-10,"Health Diagnostics, Health Care, Life Science, Biotechnology, Therapeutics",01/01/2011,Operating,06/23/2016
ChoiceStream,https://www.crunchbase.com/organization/choicestream,"Sales and Marketing, Advertising","Boston, Massachusetts, United States",ChoiceStream improves ad relevance and campaigns by providing optimum advertising opportunities based on consumers' active preferences.,7577,http://www.choicestream.com,Series C,"$14,000,000","$84,090,000",-0.7,11-50,"Digital Marketing, Brand Marketing, Advertising",09/01/2001,Operating,09/17/2015
Fashion & You,https://www.crunchbase.com/organization/fashion-you,"Commerce and Shopping, Community and Lifestyle, Internet Services, Design","Gurgaon, Haryana, India",Fashion & You is an Indian online shopping club providing members with access to international lifestyle brands and designer labels.,7581,http://fashionandyou.com,Series D,"$10,000,000","$58,000,000",0.2,501-1000,"Lifestyle, Fashion, Internet, E-Commerce, Retail",11/16/2009,Operating,06/06/2014
Juicero,https://www.crunchbase.com/organization/juicero,"Food and Beverage, Health Care","San Francisco, California, United States",Juicero is the inventor of the first home cold-pressed juicing system.,7589,http://juicero.com/,Series C,"$28,000,000","$118,500,000",-1.4,101-250,"Food and Beverage, Nutrition, Organic Food",01/01/2013,Operating,04/01/2016
BetterCompany,https://www.crunchbase.com/organization/bettercompany,"Information Technology, Education","San Francisco, California, United States",BetterCompany makes your work day better,7601,http://bettercompany.com,Series A,"$6,000,000","$7,700,000",-0.2,1-10,"Information Technology, Information Services, Education",01/01/2011,Operating,05/19/2015
Liftopia,https://www.crunchbase.com/organization/liftopia,"Travel and Tourism, Commerce and Shopping, Software, Sports, Internet Services","San Francisco, California, United States",Liftopia operates an online and mobile marketplace and provides a technology platform for the ski and mountain activity industry.,7630,http://www.liftopia.com,Series Unknown,"$5,000,000","$7,300,000",-0.3,51-100,"SaaS, E-Commerce, Travel, Cloud Computing, Sports",01/01/2005,Operating,09/27/2013
SynapDx,https://www.crunchbase.com/organization/synapdx,Health Care,"Lexington, Massachusetts, United States",SynapDX is an early-stage laboratory services company developing blood-based diagnostic tests for the early detection of autism.,7666,http://www.synapdx.com,Series Unknown,"$15,400,000","$32,400,000",0,11-50,"Health Care, Medical Device, Health Diagnostics",01/01/2010,Operating,07/22/2013
PS DEPT.,https://www.crunchbase.com/organization/ps-dept,"Apps, Commerce and Shopping, Software, Internet Services, Design, Mobile","New York, New York, United States",PS Dept is the internet's personal shopping department. Conversational commerce for luxury fashion.,7680,http://www.psdept.com,Series Unknown,"$5,100,000","$6,212,200",-0.2,11-50,"Apps, E-Commerce, Fashion, Shopping, E-Commerce Platforms, Retail, Mobile",01/01/2011,Operating,08/11/2014
Compass-EOS,https://www.crunchbase.com/organization/compass-eos,"Hardware, Information Technology, Consumer Electronics, Sales and Marketing","Netanya, HaMerkaz, Israel",Compass-EOS is a company that enables data transfer between microchips.,7711,http://www.compass-eos.com,Series G,"$25,000,000","$176,534,800",-0.2,51-100,"Computer, Information Technology, Public Relations",01/01/2006,Operating,11/15/2014
Concert Pharmaceuticals,https://www.crunchbase.com/organization/concert-pharmaceuticals,"Biotechnology, Science and Engineering, Health Care","Lexington, Massachusetts, United States",Concert Pharmaceuticals is a biotechnology company utilizing deuterium to develop novel medical candidates.,7725,http://www.concertpharma.com,Post-IPO Debt,"$30,000,000","$129,500,000",2.9,51-100,"Health Care, Biotechnology, Medical",01/01/2006,IPO,06/12/2017
Lvmama,https://www.crunchbase.com/organization/lvmama,"Travel and Tourism, Media and Entertainment, Events, Internet Services","Shanghai, Shanghai, China","Lvmama Tourism is a business-to-consumer based e-tourism website, as well as a platform for DIY tour advisory and booking in China.",7730,http://www.lvmama.com,Post-IPO Equity,"$150,000,000","$378,741,652",0,1001-5000,"Internet, Tourism, Travel, Reservations",01/01/2008,Operating,09/05/2016
Relievant Medsystems,https://www.crunchbase.com/organization/relievant-medsystems,"Biotechnology, Science and Engineering, Health Care","Redwood City, California, United States",Relievant provides patients with low risk therapy that affords the ability to alleviate their back pain.,7776,http://www.relievant.com,Series D,"$36,000,000","$95,550,000",-0.1,11-50,"Medical, Biotechnology, Health Care",01/01/2004,Operating,10/11/2016
Hired,https://www.crunchbase.com/organization/hired,"Professional Services, Internet Services","San Francisco, California, United States",Hired is a career marketplace for the world's knowledge workers.,7804,http://hired.com,Series C,"$30,000,000","$102,700,000",-0.9,101-250,"Internet, Recruiting",05/01/2012,Operating,11/09/2016
WildTangent,https://www.crunchbase.com/organization/wildtangent,"Platforms, Apps, Media and Entertainment, Software, Sales and Marketing, Mobile, Advertising","Redmond, Washington, United States",WildTangent is a game network for PC manufacturing.,7805,http://www.wildtangent.com/Corporate,Debt Financing,"$20,000,000","$102,500,000",5.5,,"Advertising Platforms, Digital Entertainment, App Marketing, Advertising, Android, App Discovery, Mobile",01/01/1998,Operating,11/01/2007
Cape Productions,https://www.crunchbase.com/organization/cape-productions,"Hardware, Consumer Electronics, Consumer Goods","Redwood City, California, United States",Cape Productions is a company that offers the ability to control drones that record video from anywhere in the world.,7815,https://cape.com/,Series Unknown,"$10,000,000","$10,000,000",-0.2,11-50,Drones,06/13/2014,Operating,10/13/2015
Rhythm Pharmaceuticals,https://www.crunchbase.com/organization/rhythm-pharmaceuticals-2,Health Care,"Boston, Massachusetts, United States",Rhythm is a biopharmaceutical company focused on developing and commercializing peptide therapeutics,7823,http://www.rhythmtx.com/,Series Unknown,"$41,000,000","$41,000,000",-0.2,11-50,Pharmaceutical,,Operating,02/16/2017
Leeo,https://www.crunchbase.com/organization/leeo,"Hardware, Consumer Electronics, Internet Services","Palo Alto, California, United States","We are a team of innovators with backgrounds in safety technology,",7880,https://launch.leeo.com/,Series A,"$37,000,000","$37,000,000",-0.2,11-50,"Electronics, Consumer Electronics, Internet of Things",01/01/2013,Operating,09/18/2014
DHgate,https://www.crunchbase.com/organization/dhgate,Commerce and Shopping,"Beijing, Beijing, China","DHgate, the first-to-market, e-commerce platform for purchasing quality China goods, is revolutionizing cross-border trade.",7883,http://www.dhgate.com,Series D,"$16,000,000","$16,000,000",-0.6,501-1000,"Marketplace, E-Commerce, Consumer",01/01/2004,Operating,09/15/2014
UniversityNow,https://www.crunchbase.com/organization/universitynow,Education,"San Francisco, California, United States",UniversityNow is engaged in developing learning technologies and building universities to back post-secondary education across the globe.,7922,http://www.unow.com,Series C,"$19,000,000","$40,500,000",0,51-100,"Higher Education, Education, Tutoring",01/01/2010,Operating,09/24/2013
Soylent,https://www.crunchbase.com/organization/soylent-corporation,"Food and Beverage, Health Care","Los Angeles, California, United States",Soylent is a food supplement that can be personalized for different body types and customized based on the individual's taste.,7940,https://www.soylent.com/,Series B,"$50,000,000","$72,420,000",-0.7,11-50,"Health Care, Food Processing, Nutrition",01/01/2013,Operating,05/04/2017
migme,https://www.crunchbase.com/organization/mig-me,"Platforms, Apps, Information Technology, Community and Lifestyle, Software, Internet Services, Messaging and Telecommunications, Mobile","Singapore, Central Region, Singapore","Migme Limited offers migme, a fan-based social entertainment platform that offers chat, content, and microblogging services.",7948,http://mig.me/,Seed,,"$52,300,000",-0.1,51-100,"Mobile, Apps, Android, Internet, Communities, Messaging",12/01/2005,IPO,09/30/2016
Quanttus,https://www.crunchbase.com/organization/quanttus,"Sports, Health Care","Mountain View, California, United States",On a mission to deliver vital intelligence that leads to life-changing health outcomes,7950,http://quanttus.com,Series A,"$19,000,000","$22,000,000",-0.1,,"Fitness, Health Care, Wellness",01/01/2012,Operating,02/24/2014
SevenFifty,https://www.crunchbase.com/organization/sevenfifty-technologies,"Travel and Tourism, Commerce and Shopping, Food and Beverage","New York, New York, United States",SevenFifty is connecting the beverage alcohol industry with a platform that helps distributors and buyers interact.,7975,https://www.sevenfifty.com/,Series A,"$8,500,000","$8,500,000",-0.3,11-50,"Restaurants, Wine And Spirits, Hospitality, Retail",01/01/2012,Operating,06/01/2016
NextNav,https://www.crunchbase.com/organization/nextnav,"Hardware, Navigation and Mapping, Mobile","Sunnyvale, California, United States",NextNav offers urban and indoor positioning services for public safety and commercial applications.,7994,http://www.nextnav.com,Series Unknown,"$8,749,995","$157,934,496",-0.3,51-100,"Mobile, Navigation, Wireless",01/01/2008,Operating,09/09/2016
